team,date,competition,opponent,venue,result,gf,ga,is_friendly
Chile,2019-10-12,Friendly,Colombia,neutral,D,0,0,True
Colombia,2019-10-12,Friendly,Chile,neutral,D,0,0,True
DR Congo,2019-10-12,Friendly,Ivory Coast,away,L,1,3,True
Denmark,2019-10-12,UEFA Euro qualification,Switzerland,home,W,1,0,False
Finland,2019-10-12,UEFA Euro qualification,Bosnia and Herzegovina,away,L,1,4,False
Ivory Coast,2019-10-12,Friendly,DR Congo,home,W,3,1,True
Malta,2019-10-12,UEFA Euro qualification,Sweden,home,L,0,4,False
Norway,2019-10-12,UEFA Euro qualification,Spain,home,D,1,1,False
Spain,2019-10-12,UEFA Euro qualification,Norway,away,D,1,1,False
Sweden,2019-10-12,UEFA Euro qualification,Malta,away,W,4,0,False
Switzerland,2019-10-12,UEFA Euro qualification,Denmark,away,L,0,1,False
Tunisia,2019-10-12,Friendly,Cameroon,home,D,0,0,True
Argentina,2019-10-13,Friendly,Ecuador,neutral,W,6,1,True
Austria,2019-10-13,UEFA Euro qualification,Slovenia,away,W,1,0,False
Belarus,2019-10-13,UEFA Euro qualification,Netherlands,home,L,1,2,False
Belgium,2019-10-13,UEFA Euro qualification,Kazakhstan,away,W,2,0,False
Brazil,2019-10-13,Friendly,Nigeria,neutral,D,1,1,True
Costa Rica,2019-10-13,CONCACAF Nations League,Curacao,home,D,0,0,False
Croatia,2019-10-13,UEFA Euro qualification,Wales,away,D,1,1,False
Curacao,2019-10-13,CONCACAF Nations League,Costa Rica,away,D,0,0,False
Ecuador,2019-10-13,Friendly,Argentina,neutral,L,1,6,True
Estonia,2019-10-13,UEFA Euro qualification,Germany,home,L,0,3,False
Germany,2019-10-13,UEFA Euro qualification,Estonia,away,W,3,0,False
Kazakhstan,2019-10-13,UEFA Euro qualification,Belgium,home,L,0,2,False
Mali,2019-10-13,Friendly,South Africa,away,L,1,2,True
Netherlands,2019-10-13,UEFA Euro qualification,Belarus,away,W,2,1,False
Nigeria,2019-10-13,Friendly,Brazil,neutral,D,1,1,True
Paraguay,2019-10-13,Friendly,Slovakia,away,D,1,1,True
San Marino,2019-10-13,UEFA Euro qualification,Scotland,away,L,0,6,False
Scotland,2019-10-13,UEFA Euro qualification,San Marino,home,W,6,0,False
Slovakia,2019-10-13,Friendly,Paraguay,home,D,1,1,True
Slovenia,2019-10-13,UEFA Euro qualification,Austria,home,L,0,1,False
South Africa,2019-10-13,Friendly,Mali,home,W,2,1,True
Wales,2019-10-13,UEFA Euro qualification,Croatia,home,D,1,1,False
Botswana,2019-10-14,Friendly,Egypt,away,L,0,1,True
Bulgaria,2019-10-14,UEFA Euro qualification,England,home,L,0,6,False
Czechia,2019-10-14,Friendly,Northern Ireland,home,L,2,3,True
Egypt,2019-10-14,Friendly,Botswana,home,W,1,0,True
England,2019-10-14,UEFA Euro qualification,Bulgaria,away,W,6,0,False
France,2019-10-14,UEFA Euro qualification,Turkey,home,D,1,1,False
Northern Ireland,2019-10-14,Friendly,Czechia,away,W,3,2,True
Portugal,2019-10-14,UEFA Euro qualification,Ukraine,away,L,1,2,False
Turkey,2019-10-14,UEFA Euro qualification,France,away,D,1,1,False
Ukraine,2019-10-14,UEFA Euro qualification,Portugal,home,W,2,1,False
Algeria,2019-10-15,Friendly,Colombia,home,W,3,0,True
Australia,2019-10-15,FIFA World Cup qualification,Taiwan,away,W,7,1,False
Bahrain,2019-10-15,FIFA World Cup qualification,Iran,home,W,1,0,False
Bolivia,2019-10-15,Friendly,Haiti,home,W,3,1,True
Bosnia and Herzegovina,2019-10-15,UEFA Euro qualification,Greece,away,L,1,2,False
Cambodia,2019-10-15,FIFA World Cup qualification,Iraq,home,L,0,4,False
Canada,2019-10-15,CONCACAF Nations League,United States,home,W,2,0,False
Colombia,2019-10-15,Friendly,Algeria,away,L,0,3,True
Gabon,2019-10-15,Friendly,Morocco,away,W,3,2,True
Greece,2019-10-15,UEFA Euro qualification,Bosnia and Herzegovina,home,W,2,1,False
Haiti,2019-10-15,Friendly,Bolivia,away,L,1,3,True
Iran,2019-10-15,FIFA World Cup qualification,Bahrain,away,L,0,1,False
Iraq,2019-10-15,FIFA World Cup qualification,Cambodia,away,W,4,0,False
Ireland,2019-10-15,UEFA Euro qualification,Switzerland,away,L,0,2,False
Japan,2019-10-15,FIFA World Cup qualification,Tajikistan,away,W,3,0,False
Jordan,2019-10-15,FIFA World Cup qualification,Nepal,home,W,3,0,False
Mexico,2019-10-15,CONCACAF Nations League,Panama,home,W,3,1,False
Morocco,2019-10-15,Friendly,Gabon,home,L,2,3,True
Nepal,2019-10-15,FIFA World Cup qualification,Jordan,away,L,0,3,False
North Korea,2019-10-15,FIFA World Cup qualification,South Korea,home,D,0,0,False
Norway,2019-10-15,UEFA Euro qualification,Romania,away,D,1,1,False
Oman,2019-10-15,FIFA World Cup qualification,Qatar,away,L,1,2,False
Palestine,2019-10-15,FIFA World Cup qualification,Saudi Arabia,home,D,0,0,False
Panama,2019-10-15,CONCACAF Nations League,Mexico,away,L,1,3,False
Peru,2019-10-15,Friendly,Uruguay,home,D,1,1,True
Qatar,2019-10-15,FIFA World Cup qualification,Oman,home,W,2,1,False
Romania,2019-10-15,UEFA Euro qualification,Norway,home,D,1,1,False
Saudi Arabia,2019-10-15,FIFA World Cup qualification,Palestine,away,D,0,0,False
Singapore,2019-10-15,FIFA World Cup qualification,Uzbekistan,home,L,1,3,False
South Korea,2019-10-15,FIFA World Cup qualification,North Korea,away,D,0,0,False
Spain,2019-10-15,UEFA Euro qualification,Sweden,away,D,1,1,False
Sweden,2019-10-15,UEFA Euro qualification,Spain,home,D,1,1,False
Switzerland,2019-10-15,UEFA Euro qualification,Ireland,home,W,2,0,False
Taiwan,2019-10-15,FIFA World Cup qualification,Australia,home,L,1,7,False
Tajikistan,2019-10-15,FIFA World Cup qualification,Japan,home,L,0,3,False
United States,2019-10-15,CONCACAF Nations League,Canada,away,L,0,2,False
Uruguay,2019-10-15,Friendly,Peru,away,D,1,1,True
Uzbekistan,2019-10-15,FIFA World Cup qualification,Singapore,away,W,3,1,False
Egypt,2019-11-07,Friendly,Liberia,home,W,1,0,True
Liberia,2019-11-07,Friendly,Egypt,away,L,0,1,True
Kyrgyzstan,2019-11-09,Friendly,Uzbekistan,away,L,1,3,True
Uzbekistan,2019-11-09,Friendly,Kyrgyzstan,home,W,3,1,True
Cameroon,2019-11-13,African Cup of Nations qualification,Cape Verde,home,D,0,0,False
Cape Verde,2019-11-13,African Cup of Nations qualification,Cameroon,away,D,0,0,False
Congo,2019-11-13,African Cup of Nations qualification,Senegal,away,L,0,2,False
Senegal,2019-11-13,African Cup of Nations qualification,Congo,home,W,2,0,False
Algeria,2019-11-14,African Cup of Nations qualification,Zambia,home,W,5,0,False
Australia,2019-11-14,FIFA World Cup qualification,Jordan,away,W,1,0,False
Bulgaria,2019-11-14,Friendly,Paraguay,home,L,0,1,True
Costa Rica,2019-11-14,CONCACAF Nations League,Curacao,away,W,2,1,False
Curacao,2019-11-14,CONCACAF Nations League,Costa Rica,home,L,1,2,False
Czechia,2019-11-14,UEFA Euro qualification,Kosovo,home,W,2,1,False
DR Congo,2019-11-14,African Cup of Nations qualification,Gabon,home,D,0,0,False
Ecuador,2019-11-14,Friendly,Trinidad and Tobago,home,W,3,0,True
Egypt,2019-11-14,African Cup of Nations qualification,Kenya,home,D,1,1,False
England,2019-11-14,UEFA Euro qualification,Montenegro,home,W,7,0,False
France,2019-11-14,UEFA Euro qualification,Moldova,home,W,2,1,False
Gabon,2019-11-14,African Cup of Nations qualification,DR Congo,away,D,0,0,False
Ghana,2019-11-14,African Cup of Nations qualification,South Africa,home,W,2,0,False
Iceland,2019-11-14,UEFA Euro qualification,Turkey,away,D,0,0,False
Iran,2019-11-14,FIFA World Cup qualification,Iraq,neutral,L,1,2,False
Iraq,2019-11-14,FIFA World Cup qualification,Iran,neutral,W,2,1,False
Ireland,2019-11-14,Friendly,New Zealand,home,W,3,1,True
Japan,2019-11-14,FIFA World Cup qualification,Kyrgyzstan,away,W,2,0,False
Jordan,2019-11-14,FIFA World Cup qualification,Australia,home,L,0,1,False
Kenya,2019-11-14,African Cup of Nations qualification,Egypt,away,D,1,1,False
Kosovo,2019-11-14,UEFA Euro qualification,Czechia,away,L,1,2,False
Kyrgyzstan,2019-11-14,FIFA World Cup qualification,Japan,home,L,0,2,False
Lebanon,2019-11-14,FIFA World Cup qualification,South Korea,home,D,0,0,False
Lithuania,2019-11-14,UEFA Euro qualification,Portugal,away,L,0,6,False
Moldova,2019-11-14,UEFA Euro qualification,France,away,L,1,2,False
Montenegro,2019-11-14,UEFA Euro qualification,England,away,L,0,7,False
New Zealand,2019-11-14,Friendly,Ireland,away,L,1,3,True
Paraguay,2019-11-14,Friendly,Bulgaria,away,W,1,0,True
Portugal,2019-11-14,UEFA Euro qualification,Lithuania,home,W,6,0,False
Qatar,2019-11-14,Friendly,Singapore,home,W,2,0,True
Saudi Arabia,2019-11-14,FIFA World Cup qualification,Uzbekistan,away,W,3,2,False
Singapore,2019-11-14,Friendly,Qatar,away,L,0,2,True
South Africa,2019-11-14,African Cup of Nations qualification,Ghana,away,L,0,2,False
South Korea,2019-11-14,FIFA World Cup qualification,Lebanon,away,D,0,0,False
Trinidad and Tobago,2019-11-14,Friendly,Ecuador,away,L,0,3,True
Turkey,2019-11-14,UEFA Euro qualification,Iceland,home,D,0,0,False
Uzbekistan,2019-11-14,FIFA World Cup qualification,Saudi Arabia,home,L,2,3,False
Zambia,2019-11-14,African Cup of Nations qualification,Algeria,away,L,0,5,False
Argentina,2019-11-15,Superclásico de las Américas,Brazil,neutral,W,1,0,False
Bosnia and Herzegovina,2019-11-15,UEFA Euro qualification,Italy,home,L,0,3,False
Brazil,2019-11-15,Superclásico de las Américas,Argentina,neutral,L,0,1,False
Canada,2019-11-15,CONCACAF Nations League,United States,away,L,1,4,False
Colombia,2019-11-15,Friendly,Peru,neutral,W,1,0,True
Faroe Islands,2019-11-15,UEFA Euro qualification,Norway,away,L,0,4,False
Georgia,2019-11-15,UEFA Euro qualification,Switzerland,away,L,0,1,False
Hungary,2019-11-15,Friendly,Uruguay,home,L,1,2,True
Italy,2019-11-15,UEFA Euro qualification,Bosnia and Herzegovina,away,W,3,0,False
Libya,2019-11-15,African Cup of Nations qualification,Tunisia,away,L,1,4,False
Malta,2019-11-15,UEFA Euro qualification,Spain,away,L,0,7,False
Mauritania,2019-11-15,African Cup of Nations qualification,Morocco,away,D,0,0,False
Mexico,2019-11-15,CONCACAF Nations League,Panama,away,W,3,0,False
Morocco,2019-11-15,African Cup of Nations qualification,Mauritania,home,D,0,0,False
Norway,2019-11-15,UEFA Euro qualification,Faroe Islands,home,W,4,0,False
Panama,2019-11-15,CONCACAF Nations League,Mexico,home,L,0,3,False
Peru,2019-11-15,Friendly,Colombia,neutral,L,0,1,True
Romania,2019-11-15,UEFA Euro qualification,Sweden,home,L,0,2,False
