team,date,competition,opponent,venue,result,gf,ga,is_friendly
Finland,2021-06-21,UEFA Euro,Belgium,neutral,L,0,2,False
Netherlands,2021-06-21,UEFA Euro,North Macedonia,home,W,3,0,False
North Macedonia,2021-06-21,UEFA Euro,Netherlands,away,L,0,3,False
Paraguay,2021-06-21,Copa América,Argentina,neutral,L,0,1,False
Ukraine,2021-06-21,UEFA Euro,Austria,neutral,L,0,1,False
Uruguay,2021-06-21,Copa América,Chile,neutral,D,1,1,False
Croatia,2021-06-22,UEFA Euro,Scotland,away,W,3,1,False
Czechia,2021-06-22,UEFA Euro,England,away,L,0,1,False
England,2021-06-22,UEFA Euro,Czechia,home,W,1,0,False
Scotland,2021-06-22,UEFA Euro,Croatia,home,L,1,3,False
Brazil,2021-06-23,Copa América,Colombia,home,W,2,1,False
Colombia,2021-06-23,Copa América,Brazil,away,L,1,2,False
Ecuador,2021-06-23,Copa América,Peru,neutral,D,2,2,False
France,2021-06-23,UEFA Euro,Portugal,neutral,D,2,2,False
Germany,2021-06-23,UEFA Euro,Hungary,home,D,2,2,False
Hungary,2021-06-23,UEFA Euro,Germany,away,D,2,2,False
Peru,2021-06-23,Copa América,Ecuador,neutral,D,2,2,False
Poland,2021-06-23,UEFA Euro,Sweden,neutral,L,2,3,False
Portugal,2021-06-23,UEFA Euro,France,neutral,D,2,2,False
Slovakia,2021-06-23,UEFA Euro,Spain,away,L,0,5,False
Spain,2021-06-23,UEFA Euro,Slovakia,home,W,5,0,False
Sweden,2021-06-23,UEFA Euro,Poland,neutral,W,3,2,False
Bolivia,2021-06-24,Copa América,Uruguay,neutral,L,0,2,False
Chile,2021-06-24,Copa América,Paraguay,neutral,L,0,2,False
Paraguay,2021-06-24,Copa América,Chile,neutral,W,2,0,False
Uruguay,2021-06-24,Copa América,Bolivia,neutral,W,2,0,False
Austria,2021-06-26,UEFA Euro,Italy,neutral,L,1,2,False
Italy,2021-06-26,UEFA Euro,Austria,neutral,W,2,1,False
Belgium,2021-06-27,UEFA Euro,Portugal,neutral,W,1,0,False
Brazil,2021-06-27,Copa América,Ecuador,home,D,1,1,False
Czechia,2021-06-27,UEFA Euro,Netherlands,neutral,W,2,0,False
Ecuador,2021-06-27,Copa América,Brazil,away,D,1,1,False
Netherlands,2021-06-27,UEFA Euro,Czechia,neutral,L,0,2,False
Portugal,2021-06-27,UEFA Euro,Belgium,neutral,L,0,1,False
Argentina,2021-06-28,Copa América,Bolivia,neutral,W,4,1,False
Bolivia,2021-06-28,Copa América,Argentina,neutral,L,1,4,False
Croatia,2021-06-28,UEFA Euro,Spain,neutral,L,3,5,False
France,2021-06-28,UEFA Euro,Switzerland,neutral,D,3,3,False
Paraguay,2021-06-28,Copa América,Uruguay,neutral,L,0,1,False
Spain,2021-06-28,UEFA Euro,Croatia,neutral,W,5,3,False
Switzerland,2021-06-28,UEFA Euro,France,neutral,D,3,3,False
Uruguay,2021-06-28,Copa América,Paraguay,neutral,W,1,0,False
England,2021-06-29,UEFA Euro,Germany,home,W,2,0,False
Germany,2021-06-29,UEFA Euro,England,away,L,0,2,False
Sweden,2021-06-29,UEFA Euro,Ukraine,neutral,L,1,2,False
Ukraine,2021-06-29,UEFA Euro,Sweden,neutral,W,2,1,False
Belgium,2021-07-02,UEFA Euro,Italy,neutral,L,1,2,False
Brazil,2021-07-02,Copa América,Chile,home,W,1,0,False
Chile,2021-07-02,Copa América,Brazil,away,L,0,1,False
Haiti,2021-07-02,Gold Cup qualification,Saint Vincent and the Grenadines,neutral,W,6,1,False
Italy,2021-07-02,UEFA Euro,Belgium,neutral,W,2,1,False
Paraguay,2021-07-02,Copa América,Peru,neutral,D,3,3,False
Peru,2021-07-02,Copa América,Paraguay,neutral,D,3,3,False
Saint Vincent and the Grenadines,2021-07-02,Gold Cup qualification,Haiti,neutral,L,1,6,False
Spain,2021-07-02,UEFA Euro,Switzerland,neutral,D,1,1,False
Switzerland,2021-07-02,UEFA Euro,Spain,neutral,D,1,1,False
Argentina,2021-07-03,Copa América,Ecuador,neutral,W,3,0,False
Colombia,2021-07-03,Copa América,Uruguay,neutral,D,0,0,False
Czechia,2021-07-03,UEFA Euro,Denmark,neutral,L,1,2,False
Denmark,2021-07-03,UEFA Euro,Czechia,neutral,W,2,1,False
Ecuador,2021-07-03,Copa América,Argentina,neutral,L,0,3,False
England,2021-07-03,UEFA Euro,Ukraine,neutral,W,4,0,False
Ukraine,2021-07-03,UEFA Euro,England,neutral,L,0,4,False
Uruguay,2021-07-03,Copa América,Colombia,neutral,D,0,0,False
Brazil,2021-07-05,Copa América,Peru,home,W,1,0,False
Peru,2021-07-05,Copa América,Brazil,away,L,0,1,False
Argentina,2021-07-06,Copa América,Colombia,neutral,D,1,1,False
Bermuda,2021-07-06,Gold Cup qualification,Haiti,neutral,L,1,4,False
Botswana,2021-07-06,COSAFA Cup,South Africa,away,L,0,1,False
Colombia,2021-07-06,Copa América,Argentina,neutral,D,1,1,False
Haiti,2021-07-06,Gold Cup qualification,Bermuda,neutral,W,4,1,False
Italy,2021-07-06,UEFA Euro,Spain,neutral,D,1,1,False
South Africa,2021-07-06,COSAFA Cup,Botswana,home,W,1,0,False
Spain,2021-07-06,UEFA Euro,Italy,neutral,D,1,1,False
Denmark,2021-07-07,UEFA Euro,England,away,L,1,2,False
England,2021-07-07,UEFA Euro,Denmark,home,W,2,1,False
Namibia,2021-07-07,COSAFA Cup,Senegal,neutral,W,2,1,False
Senegal,2021-07-07,COSAFA Cup,Namibia,neutral,L,1,2,False
Eswatini,2021-07-08,COSAFA Cup,South Africa,away,L,0,1,False
South Africa,2021-07-08,COSAFA Cup,Eswatini,home,W,1,0,False
Colombia,2021-07-09,Copa América,Peru,neutral,W,3,2,False
Mozambique,2021-07-09,COSAFA Cup,Senegal,neutral,L,0,1,False
Peru,2021-07-09,Copa América,Colombia,neutral,L,2,3,False
Senegal,2021-07-09,COSAFA Cup,Mozambique,neutral,W,1,0,False
Argentina,2021-07-10,Copa América,Brazil,away,W,1,0,False
Brazil,2021-07-10,Copa América,Argentina,home,L,0,1,False
Mexico,2021-07-10,Gold Cup,Trinidad and Tobago,neutral,D,0,0,False
Trinidad and Tobago,2021-07-10,Gold Cup,Mexico,neutral,D,0,0,False
Canada,2021-07-11,Gold Cup,Martinique,neutral,W,4,1,False
England,2021-07-11,UEFA Euro,Italy,home,D,1,1,False
Haiti,2021-07-11,Gold Cup,United States,away,L,0,1,False
Italy,2021-07-11,UEFA Euro,England,away,D,1,1,False
Martinique,2021-07-11,Gold Cup,Canada,neutral,L,1,4,False
United States,2021-07-11,Gold Cup,Haiti,home,W,1,0,False
Lesotho,2021-07-13,COSAFA Cup,South Africa,away,L,0,4,False
Panama,2021-07-13,Gold Cup,Qatar,neutral,D,3,3,False
Qatar,2021-07-13,Gold Cup,Panama,neutral,D,3,3,False
Senegal,2021-07-13,COSAFA Cup,Zimbabwe,neutral,W,2,1,False
South Africa,2021-07-13,COSAFA Cup,Lesotho,home,W,4,0,False
Zimbabwe,2021-07-13,COSAFA Cup,Senegal,neutral,L,1,2,False
Guatemala,2021-07-14,Gold Cup,Mexico,neutral,L,0,3,False
Malawi,2021-07-14,COSAFA Cup,Senegal,neutral,L,1,2,False
Mexico,2021-07-14,Gold Cup,Guatemala,neutral,W,3,0,False
Senegal,2021-07-14,COSAFA Cup,Malawi,neutral,W,2,1,False
South Africa,2021-07-14,COSAFA Cup,Zambia,home,D,0,0,False
Zambia,2021-07-14,COSAFA Cup,South Africa,away,D,0,0,False
Canada,2021-07-15,Gold Cup,Haiti,neutral,W,4,1,False
Haiti,2021-07-15,Gold Cup,Canada,neutral,L,1,4,False
Martinique,2021-07-15,Gold Cup,United States,away,L,1,6,False
United States,2021-07-15,Gold Cup,Martinique,home,W,6,1,False
Eswatini,2021-07-16,COSAFA Cup,Senegal,neutral,D,2,2,False
Mozambique,2021-07-16,COSAFA Cup,South Africa,away,L,0,3,False
Senegal,2021-07-16,COSAFA Cup,Eswatini,neutral,D,2,2,False
South Africa,2021-07-16,COSAFA Cup,Mozambique,home,W,3,0,False
Grenada,2021-07-17,Gold Cup,Qatar,neutral,L,0,4,False
Honduras,2021-07-17,Gold Cup,Panama,neutral,W,3,2,False
Panama,2021-07-17,Gold Cup,Honduras,neutral,L,2,3,False
Qatar,2021-07-17,Gold Cup,Grenada,neutral,W,4,0,False
Canada,2021-07-18,Gold Cup,United States,away,L,0,1,False
El Salvador,2021-07-18,Gold Cup,Mexico,neutral,L,0,1,False
Haiti,2021-07-18,Gold Cup,Martinique,neutral,W,2,1,False
Martinique,2021-07-18,Gold Cup,Haiti,neutral,L,1,2,False
Mexico,2021-07-18,Gold Cup,El Salvador,neutral,W,1,0,False
Senegal,2021-07-18,COSAFA Cup,South Africa,away,D,0,0,False
South Africa,2021-07-18,COSAFA Cup,Senegal,home,D,0,0,False
United States,2021-07-18,Gold Cup,Canada,home,W,1,0,False
Grenada,2021-07-20,Gold Cup,Panama,neutral,L,1,3,False
Honduras,2021-07-20,Gold Cup,Qatar,neutral,L,0,2,False
Panama,2021-07-20,Gold Cup,Grenada,neutral,W,3,1,False
Qatar,2021-07-20,Gold Cup,Honduras,neutral,W,2,0,False
El Salvador,2021-07-24,Gold Cup,Qatar,neutral,L,2,3,False
Honduras,2021-07-24,Gold Cup,Mexico,neutral,L,0,3,False
Mexico,2021-07-24,Gold Cup,Honduras,neutral,W,3,0,False
Qatar,2021-07-24,Gold Cup,El Salvador,neutral,W,3,2,False
Canada,2021-07-25,Gold Cup,Costa Rica,neutral,W,2,0,False
Costa Rica,2021-07-25,Gold Cup,Canada,neutral,L,0,2,False
Jamaica,2021-07-25,Gold Cup,United States,away,L,0,1,False
United States,2021-07-25,Gold Cup,Jamaica,home,W,1,0,False
Canada,2021-07-29,Gold Cup,Mexico,neutral,L,1,2,False
Mexico,2021-07-29,Gold Cup,Canada,neutral,W,2,1,False
Qatar,2021-07-29,Gold Cup,United States,away,L,0,1,False
United States,2021-07-29,Gold Cup,Qatar,home,W,1,0,False
Mexico,2021-08-01,Gold Cup,United States,away,L,0,1,False
United States,2021-08-01,Gold Cup,Mexico,home,W,1,0,False
Angola,2021-09-01,FIFA World Cup qualification,Egypt,away,L,0,1,False
Austria,2021-09-01,FIFA World Cup qualification,Moldova,away,W,2,0,False
Bosnia and Herzegovina,2021-09-01,FIFA World Cup qualification,France,away,D,1,1,False
Cape Verde,2021-09-01,FIFA World Cup qualification,Central African Republic,neutral,D,1,1,False
Central African Republic,2021-09-01,FIFA World Cup qualification,Cape Verde,neutral,D,1,1,False
Croatia,2021-09-01,FIFA World Cup qualification,Russia,away,D,0,0,False
Denmark,2021-09-01,FIFA World Cup qualification,Scotland,home,W,2,0,False
Egypt,2021-09-01,FIFA World Cup qualification,Angola,home,W,1,0,False
France,2021-09-01,FIFA World Cup qualification,Bosnia and Herzegovina,home,D,1,1,False
Ireland,2021-09-01,FIFA World Cup qualification,Portugal,away,L,1,2,False
Moldova,2021-09-01,FIFA World Cup qualification,Austria,home,L,0,2,False
Montenegro,2021-09-01,FIFA World Cup qualification,Turkey,away,D,2,2,False
Netherlands,2021-09-01,FIFA World Cup qualification,Norway,away,D,1,1,False
Norway,2021-09-01,FIFA World Cup qualification,Netherlands,home,D,1,1,False
Portugal,2021-09-01,FIFA World Cup qualification,Ireland,home,W,2,1,False
Russia,2021-09-01,FIFA World Cup qualification,Croatia,home,D,0,0,False
Scotland,2021-09-01,FIFA World Cup qualification,Denmark,away,L,0,2,False
Senegal,2021-09-01,FIFA World Cup qualification,Togo,home,W,2,0,False
Togo,2021-09-01,FIFA World Cup qualification,Senegal,away,L,0,2,False
Turkey,2021-09-01,FIFA World Cup qualification,Montenegro,home,D,2,2,False
Algeria,2021-09-02,FIFA World Cup qualification,Djibouti,home,W,8,0,False
Argentina,2021-09-02,FIFA World Cup qualification,Venezuela,away,W,3,1,False
Australia,2021-09-02,FIFA World Cup qualification,China PR,neutral,W,3,0,False
Belarus,2021-09-02,FIFA World Cup qualification,Czechia,away,L,0,1,False
Belgium,2021-09-02,FIFA World Cup qualification,Estonia,away,W,5,2,False
Bolivia,2021-09-02,FIFA World Cup qualification,Colombia,home,D,1,1,False
Brazil,2021-09-02,FIFA World Cup qualification,Chile,away,W,1,0,False
Canada,2021-09-02,FIFA World Cup qualification,Honduras,home,D,1,1,False
Chile,2021-09-02,FIFA World Cup qualification,Brazil,home,L,0,1,False
China PR,2021-09-02,FIFA World Cup qualification,Australia,neutral,L,0,3,False
Colombia,2021-09-02,FIFA World Cup qualification,Bolivia,away,D,1,1,False
Costa Rica,2021-09-02,FIFA World Cup qualification,Panama,away,D,0,0,False
Czechia,2021-09-02,FIFA World Cup qualification,Belarus,home,W,1,0,False
DR Congo,2021-09-02,FIFA World Cup qualification,Tanzania,home,D,1,1,False
Djibouti,2021-09-02,FIFA World Cup qualification,Algeria,away,L,0,8,False
Ecuador,2021-09-02,FIFA World Cup qualification,Paraguay,home,W,2,0,False
El Salvador,2021-09-02,FIFA World Cup qualification,United States,home,D,0,0,False
England,2021-09-02,FIFA World Cup qualification,Hungary,away,W,4,0,False
Estonia,2021-09-02,FIFA World Cup qualification,Belgium,home,L,2,5,False
Germany,2021-09-02,FIFA World Cup qualification,Liechtenstein,neutral,W,2,0,False
Honduras,2021-09-02,FIFA World Cup qualification,Canada,away,D,1,1,False
Hungary,2021-09-02,FIFA World Cup qualification,England,home,L,0,4,False
Iran,2021-09-02,FIFA World Cup qualification,Syria,home,W,1,0,False
Iraq,2021-09-02,FIFA World Cup qualification,South Korea,away,D,0,0,False
Jamaica,2021-09-02,FIFA World Cup qualification,Mexico,away,L,1,2,False
Japan,2021-09-02,FIFA World Cup qualification,Oman,home,L,0,1,False
Liechtenstein,2021-09-02,FIFA World Cup qualification,Germany,neutral,L,0,2,False
Mexico,2021-09-02,FIFA World Cup qualification,Jamaica,home,W,2,1,False
Morocco,2021-09-02,FIFA World Cup qualification,Sudan,home,W,2,0,False
Oman,2021-09-02,FIFA World Cup qualification,Japan,away,W,1,0,False
Panama,2021-09-02,FIFA World Cup qualification,Costa Rica,home,D,0,0,False
Paraguay,2021-09-02,FIFA World Cup qualification,Ecuador,away,L,0,2,False
Peru,2021-09-02,FIFA World Cup qualification,Uruguay,home,D,1,1,False
Saudi Arabia,2021-09-02,FIFA World Cup qualification,Vietnam,home,W,3,1,False
South Korea,2021-09-02,FIFA World Cup qualification,Iraq,home,D,0,0,False
Spain,2021-09-02,FIFA World Cup qualification,Sweden,away,L,1,2,False
Sudan,2021-09-02,FIFA World Cup qualification,Morocco,away,L,0,2,False
Sweden,2021-09-02,FIFA World Cup qualification,Spain,home,W,2,1,False
Syria,2021-09-02,FIFA World Cup qualification,Iran,away,L,0,1,False
Tanzania,2021-09-02,FIFA World Cup qualification,DR Congo,away,D,1,1,False
United States,2021-09-02,FIFA World Cup qualification,El Salvador,away,D,0,0,False
Uruguay,2021-09-02,FIFA World Cup qualification,Peru,away,D,1,1,False
Venezuela,2021-09-02,FIFA World Cup qualification,Argentina,home,L,1,3,False
Vietnam,2021-09-02,FIFA World Cup qualification,Saudi Arabia,away,L,1,3,False
Equatorial Guinea,2021-09-03,FIFA World Cup qualification,Tunisia,away,L,0,3,False
Ethiopia,2021-09-03,FIFA World Cup qualification,Ghana,away,L,0,1,False
Ghana,2021-09-03,FIFA World Cup qualification,Ethiopia,home,W,1,0,False
Ivory Coast,2021-09-03,FIFA World Cup qualification,Mozambique,away,D,0,0,False
Mozambique,2021-09-03,FIFA World Cup qualification,Ivory Coast,home,D,0,0,False
South Africa,2021-09-03,FIFA World Cup qualification,Zimbabwe,away,D,0,0,False
Tunisia,2021-09-03,FIFA World Cup qualification,Equatorial Guinea,home,W,3,0,False
Zimbabwe,2021-09-03,FIFA World Cup qualification,South Africa,home,D,0,0,False
Austria,2021-09-04,FIFA World Cup qualification,Israel,away,L,2,5,False
Croatia,2021-09-04,FIFA World Cup qualification,Slovakia,away,W,1,0,False
France,2021-09-04,FIFA World Cup qualification,Ukraine,away,D,1,1,False
Gibraltar,2021-09-04,FIFA World Cup qualification,Turkey,home,L,0,3,False
Israel,2021-09-04,FIFA World Cup qualification,Austria,home,W,5,2,False
Latvia,2021-09-04,FIFA World Cup qualification,Norway,home,L,0,2,False
Moldova,2021-09-04,FIFA World Cup qualification,Scotland,away,L,0,1,False
Montenegro,2021-09-04,FIFA World Cup qualification,Netherlands,away,L,0,4,False
Netherlands,2021-09-04,FIFA World Cup qualification,Montenegro,home,W,4,0,False
Norway,2021-09-04,FIFA World Cup qualification,Latvia,away,W,2,0,False
Scotland,2021-09-04,FIFA World Cup qualification,Moldova,home,W,1,0,False
Slovakia,2021-09-04,FIFA World Cup qualification,Croatia,home,L,0,1,False
Turkey,2021-09-04,FIFA World Cup qualification,Gibraltar,away,W,3,0,False
Ukraine,2021-09-04,FIFA World Cup qualification,France,home,D,1,1,False
Andorra,2021-09-05,FIFA World Cup qualification,England,away,L,0,4,False
Armenia,2021-09-05,FIFA World Cup qualification,Germany,away,L,0,6,False
Belgium,2021-09-05,FIFA World Cup qualification,Czechia,home,W,3,0,False
Bolivia,2021-09-05,FIFA World Cup qualification,Uruguay,away,L,2,4,False
Canada,2021-09-05,FIFA World Cup qualification,United States,away,D,1,1,False
Chile,2021-09-05,FIFA World Cup qualification,Ecuador,away,D,0,0,False
Colombia,2021-09-05,FIFA World Cup qualification,Paraguay,away,D,1,1,False
Costa Rica,2021-09-05,FIFA World Cup qualification,Mexico,home,L,0,1,False
Czechia,2021-09-05,FIFA World Cup qualification,Belgium,away,L,0,3,False
Ecuador,2021-09-05,FIFA World Cup qualification,Chile,home,D,0,0,False
Egypt,2021-09-05,FIFA World Cup qualification,Gabon,away,D,1,1,False
England,2021-09-05,FIFA World Cup qualification,Andorra,home,W,4,0,False
Gabon,2021-09-05,FIFA World Cup qualification,Egypt,home,D,1,1,False
Georgia,2021-09-05,FIFA World Cup qualification,Spain,away,L,0,4,False
Germany,2021-09-05,FIFA World Cup qualification,Armenia,home,W,6,0,False
Italy,2021-09-05,FIFA World Cup qualification,Switzerland,away,D,0,0,False
Jamaica,2021-09-05,FIFA World Cup qualification,Panama,home,L,0,3,False
Mexico,2021-09-05,FIFA World Cup qualification,Costa Rica,away,W,1,0,False
Panama,2021-09-05,FIFA World Cup qualification,Jamaica,away,W,3,0,False
Paraguay,2021-09-05,FIFA World Cup qualification,Colombia,home,D,1,1,False
Spain,2021-09-05,FIFA World Cup qualification,Georgia,home,W,4,0,False
Switzerland,2021-09-05,FIFA World Cup qualification,Italy,home,D,0,0,False
United States,2021-09-05,FIFA World Cup qualification,Canada,home,D,1,1,False
Uruguay,2021-09-05,FIFA World Cup qualification,Bolivia,home,W,4,2,False
Benin,2021-09-06,FIFA World Cup qualification,DR Congo,home,D,1,1,False
Cameroon,2021-09-06,FIFA World Cup qualification,Ivory Coast,away,L,1,2,False
DR Congo,2021-09-06,FIFA World Cup qualification,Benin,away,D,1,1,False
Ghana,2021-09-06,FIFA World Cup qualification,South Africa,away,L,0,1,False
Ivory Coast,2021-09-06,FIFA World Cup qualification,Cameroon,home,W,2,1,False
South Africa,2021-09-06,FIFA World Cup qualification,Ghana,home,W,1,0,False
Algeria,2021-09-07,FIFA World Cup qualification,Burkina Faso,neutral,D,1,1,False
Australia,2021-09-07,FIFA World Cup qualification,Vietnam,away,W,1,0,False
Austria,2021-09-07,FIFA World Cup qualification,Scotland,home,L,0,1,False
Azerbaijan,2021-09-07,FIFA World Cup qualification,Portugal,home,L,0,3,False
Bosnia and Herzegovina,2021-09-07,FIFA World Cup qualification,Kazakhstan,home,D,2,2,False
Burkina Faso,2021-09-07,FIFA World Cup qualification,Algeria,neutral,D,1,1,False
Cape Verde,2021-09-07,FIFA World Cup qualification,Nigeria,home,L,1,2,False
China PR,2021-09-07,FIFA World Cup qualification,Japan,neutral,L,0,1,False
Congo,2021-09-07,FIFA World Cup qualification,Senegal,home,L,1,3,False
Croatia,2021-09-07,FIFA World Cup qualification,Slovenia,home,W,3,0,False
Finland,2021-09-07,FIFA World Cup qualification,France,away,L,0,2,False
France,2021-09-07,FIFA World Cup qualification,Finland,home,W,2,0,False
Gibraltar,2021-09-07,FIFA World Cup qualification,Norway,away,L,1,5,False
Iran,2021-09-07,FIFA World Cup qualification,Iraq,neutral,W,3,0,False
Iraq,2021-09-07,FIFA World Cup qualification,Iran,neutral,L,0,3,False
Japan,2021-09-07,FIFA World Cup qualification,China PR,neutral,W,1,0,False
Kazakhstan,2021-09-07,FIFA World Cup qualification,Bosnia and Herzegovina,away,D,2,2,False
Lebanon,2021-09-07,FIFA World Cup qualification,South Korea,away,L,0,1,False
Netherlands,2021-09-07,FIFA World Cup qualification,Turkey,home,W,6,1,False
Nigeria,2021-09-07,FIFA World Cup qualification,Cape Verde,away,W,2,1,False
Norway,2021-09-07,FIFA World Cup qualification,Gibraltar,home,W,5,1,False
Oman,2021-09-07,FIFA World Cup qualification,Saudi Arabia,home,L,0,1,False
Portugal,2021-09-07,FIFA World Cup qualification,Azerbaijan,away,W,3,0,False
Saudi Arabia,2021-09-07,FIFA World Cup qualification,Oman,away,W,1,0,False
Scotland,2021-09-07,FIFA World Cup qualification,Austria,away,W,1,0,False
Senegal,2021-09-07,FIFA World Cup qualification,Congo,away,W,3,1,False
